id_mutation;date_mutation;numero_disposition;nature_mutation;valeur_fonciere;adresse_numero;adresse_suffixe;adresse_nom_voie;adresse_code_voie;code_postal;code_commune;nom_commune;code_departement;ancien_code_commune;ancien_nom_commune;id_parcelle;ancien_id_parcelle;numero_volume;lot1_numero;lot1_surface_carrez;lot2_numero;lot2_surface_carrez;lot3_numero;lot3_surface_carrez;lot4_numero;lot4_surface_carrez;lot5_numero;lot5_surface_carrez;nombre_lots;code_type_local;type_local;surface_reelle_bati;nombre_pieces_principales;code_nature_culture;nature_culture;code_nature_culture_speciale;nature_culture_speciale;surface_terrain;longitude;latitude
2023-1345174;2023-04-13;1;Vente;22000.0;33.0;;RUE DU COMMANDT RENE MOUCHOTTE;2236;75014.0;75114;Paris 14e Arrondissement;75;;;75114000DS0005;;;2012;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.319718;48.837649
2023-1345175;2023-03-28;1;Vente;3200000.0;88.0;;RUE DE VARENNE;9597;75007.0;75107;Paris 7e Arrondissement;75;;;75107000AY0026;;;40;202.76;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.316629;48.856059
2023-1345175;2023-03-28;1;Vente;3200000.0;88.0;;RUE DE VARENNE;9597;75007.0;75107;Paris 7e Arrondissement;75;;;75107000AY0026;;;49;;;;;;;;;;1;2.0;Appartement;63.0;3.0;;;;;;2.316629;48.856059
2023-1345175;2023-03-28;1;Vente;3200000.0;88.0;;RUE DE VARENNE;9597;75007.0;75107;Paris 7e Arrondissement;75;;;75107000AY0026;;;40;202.76;;;;;;;;;1;2.0;Appartement;131.0;7.0;;;;;;2.316629;48.856059
2023-1345175;2023-03-28;1;Vente;3200000.0;88.0;;RUE DE VARENNE;9597;75007.0;75107;Paris 7e Arrondissement;75;;;75107000AY0026;;;49;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.316629;48.856059
2023-1345176;2023-04-07;1;Vente;564750.0;29.0;;RUE DAVIOUD;2606;75016.0;75116;Paris 16e Arrondissement;75;;;75116000CL0024;;;106;;128;47.24;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.27102;48.854845
2023-1345176;2023-04-07;1;Vente;564750.0;29.0;;RUE DAVIOUD;2606;75016.0;75116;Paris 16e Arrondissement;75;;;75116000CL0024;;;106;;128;47.24;;;;;;;2;2.0;Appartement;48.0;3.0;;;;;;2.27102;48.854845
2023-1345177;2023-04-11;1;Vente;177000.0;17.0;;RUE DES THERMOPYLES;9262;75014.0;75114;Paris 14e Arrondissement;75;;;75114000CQ0143;;;53;17.12;;;;;;;;;1;2.0;Appartement;17.0;2.0;;;;;;2.318859;48.832505
2023-1345178;2023-04-06;1;Vente;500000.0;39.0;;BD LANNES;5327;75016.0;75116;Paris 16e Arrondissement;75;;;75116000EC0012;;;24;48.17;;;;;;;;;1;2.0;Appartement;50.0;2.0;;;;;;2.271894;48.866455
2023-1345179;2023-03-27;1;Vente;59633.03;21.0;;RUE ERLANGER;3320;75016.0;75116;Paris 16e Arrondissement;75;;;75116000AN0018;;;364;20.0;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.261756;48.846353
2023-1345180;2023-04-04;1;Vente;31500.0;24.0;;RUE SAINT BERNARD;8500;75011.0;75111;Paris 11e Arrondissement;75;;;75111000CV0093;;;10;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.382455;48.851844
2023-1345181;2023-04-05;1;Vente;883685.0;4.0;;RUE DU MOULIN JOLY;6601;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AH0066;;;10;92.03;11;92.03;45.0;;53.0;;;;4;3.0;Dépendance;;0.0;;;;;;2.379516;48.868727
2023-1345181;2023-04-05;1;Vente;883685.0;4.0;;RUE DU MOULIN JOLY;6601;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AH0066;;;10;92.03;11;92.03;45.0;;53.0;;;;4;2.0;Appartement;88.0;3.0;;;;;;2.379516;48.868727
2023-1345182;2023-04-04;1;Vente;550000.0;1.0;;RUE BONAPARTE;1087;75006.0;75106;Paris 6e Arrondissement;75;;;75106000BM0045;;;13;19.17;14;19.07;;;;;;;2;2.0;Appartement;20.0;1.0;;;;;;2.335428;48.857416
2023-1345183;2023-04-05;1;Vente;260000.0;51.0;;RUE DAREAU;2572;75014.0;75114;Paris 14e Arrondissement;75;;;75114000BO0028;;;1179;;1205;33.02;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.334811;48.829799
2023-1345183;2023-04-05;1;Vente;260000.0;51.0;;RUE DAREAU;2572;75014.0;75114;Paris 14e Arrondissement;75;;;75114000BO0028;;;1179;;1205;33.02;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.334811;48.829799
2023-1345183;2023-04-05;1;Vente;260000.0;51.0;;RUE DAREAU;2572;75014.0;75114;Paris 14e Arrondissement;75;;;75114000BO0028;;;1179;;1205;33.02;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.334811;48.829799
2023-1345183;2023-04-05;1;Vente;260000.0;51.0;;RUE DAREAU;2572;75014.0;75114;Paris 14e Arrondissement;75;;;75114000BO0028;;;1179;;1205;33.02;;;;;;;2;2.0;Appartement;33.0;1.0;;;;;;2.334811;48.829799
2023-1345184;2023-04-06;1;Vente;607000.0;19.0;;RUE BOBILLOT;1040;75013.0;75113;Paris 13e Arrondissement;75;;;75113000EA0082;;;8052;;8286;;;;;;;;2;2.0;Appartement;66.0;3.0;;;;;;2.354633;48.829151
2023-1345184;2023-04-06;1;Vente;607000.0;19.0;;RUE BOBILLOT;1040;75013.0;75113;Paris 13e Arrondissement;75;;;75113000EA0082;;;8052;;8286;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.354633;48.829151
2023-1345184;2023-04-06;1;Vente;607000.0;19.0;;RUE BOBILLOT;1040;75013.0;75113;Paris 13e Arrondissement;75;;;75113000EA0082;;;8052;;8286;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.354633;48.829151
2023-1345185;2023-04-04;1;Vente;198000.0;3.0;;PAS BARRAULT;0678;75013.0;75113;Paris 13e Arrondissement;75;;;75113000EC0031;;;2;;;;;;;;;;1;2.0;Appartement;13.0;1.0;;;;;;2.349535;48.828104
2023-1345186;2023-03-30;1;Vente;23000.0;66.0;;RUE LABROUSTE;5209;75015.0;75115;Paris 15e Arrondissement;75;;;75115000AI0092;;;138;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.305984;48.832323
2023-1345187;2023-04-03;1;Vente;2254000.0;134.0;;RUE DE RENNES;8151;75006.0;75106;Paris 6e Arrondissement;75;;;75106000AY0043;;;1;;26;164.47;;;;;;;2;2.0;Appartement;160.0;6.0;;;;;;2.325594;48.846134
2023-1345187;2023-04-03;1;Vente;2254000.0;134.0;;RUE DE RENNES;8151;75006.0;75106;Paris 6e Arrondissement;75;;;75106000AY0043;;;1;;26;164.47;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.325594;48.846134
2023-1345188;2023-03-28;1;Vente;187200.0;35.0;;RUE SINGER;8989;75016.0;75116;Paris 16e Arrondissement;75;;;75116000CI0106;;;220;;294;;;;;;;;2;2.0;Appartement;57.0;3.0;;;;;;2.275257;48.856818
2023-1345188;2023-03-28;1;Vente;187200.0;35.0;;RUE SINGER;8989;75016.0;75116;Paris 16e Arrondissement;75;;;75116000CI0106;;;245;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.275257;48.856818
2023-1345189;2023-03-28;1;Vente;207000.0;86.0;;AV EMILE ZOLA;3266;75015.0;75115;Paris 15e Arrondissement;75;;;75115000DV0097;;;13;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.287483;48.846339
2023-1345189;2023-03-28;1;Vente;207000.0;86.0;;AV EMILE ZOLA;3266;75015.0;75115;Paris 15e Arrondissement;75;;;75115000DV0097;;;182;;;;;;;;;;1;2.0;Appartement;48.0;2.0;;;;;;2.287483;48.846339
2023-1345190;2023-03-31;1;Vente;2075000.0;13.0;;RUE DE L ABBE CARTON;0004;75014.0;75114;Paris 14e Arrondissement;75;;;75114000CV0044;;;;;;;;;;;;;0;1.0;Maison;165.0;7.0;S;sols;;;160.0;2.315358;48.830386
2023-1345190;2023-03-31;1;Vente;2075000.0;13.0;;RUE DE L ABBE CARTON;0004;75014.0;75114;Paris 14e Arrondissement;75;;;75114000CV0044;;;;;;;;;;;;;0;3.0;Dépendance;;0.0;S;sols;;;160.0;2.315358;48.830386
2023-1345190;2023-03-31;1;Vente;2075000.0;13.0;;RUE DE L ABBE CARTON;0004;75014.0;75114;Paris 14e Arrondissement;75;;;75114000CV0044;;;;;;;;;;;;;0;1.0;Maison;9.0;1.0;S;sols;;;160.0;2.315358;48.830386
2023-1345191;2023-04-06;1;Vente;72000.0;19.0;;RUE BOISSIERE;1074;75016.0;75116;Paris 16e Arrondissement;75;;;75116000FN0022;;;14;6.97;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.291712;48.865895
2023-1345192;2023-03-31;1;Vente;477112.0;29.0;;RUE BOUSSINGAULT;1221;75013.0;75113;Paris 13e Arrondissement;75;;;75113000DK0011;;;122;;298;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.343657;48.823909
2023-1345192;2023-03-31;1;Vente;477112.0;29.0;;RUE BOUSSINGAULT;1221;75013.0;75113;Paris 13e Arrondissement;75;;;75113000DK0011;;;122;;298;;;;;;;;2;2.0;Appartement;55.0;3.0;;;;;;2.343657;48.823909
2023-1345193;2023-04-04;1;Vente;650000.0;22.0;;RUE BONAPARTE;1087;75006.0;75106;Paris 6e Arrondissement;75;;;75106000BM0035;;;14;;23;46.03;;;;;;;2;2.0;Appartement;50.0;2.0;;;;;;2.333974;48.855956
2023-1345193;2023-04-04;1;Vente;650000.0;22.0;;RUE BONAPARTE;1087;75006.0;75106;Paris 6e Arrondissement;75;;;75106000BM0035;;;14;;23;46.03;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.333974;48.855956
2023-1345194;2023-03-22;1;Vente;435000.0;4.0;;RUE DU JURA;5125;75013.0;75113;Paris 13e Arrondissement;75;;;75113000AR0005;;;15;42.16;88;;;;;;;;2;2.0;Appartement;41.0;2.0;;;;;;2.355812;48.837591
2023-1345194;2023-03-22;1;Vente;435000.0;4.0;;RUE DU JURA;5125;75013.0;75113;Paris 13e Arrondissement;75;;;75113000AR0005;;;15;42.16;88;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.355812;48.837591
2023-1345195;2023-04-07;1;Vente;138382.0;47.0;;AV DE SAINT-MANDE;8682;75012.0;75112;Paris 12e Arrondissement;75;;;75112000AB0076;;;27;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.40308;48.845173
2023-1345195;2023-04-07;1;Vente;138382.0;47.0;;AV DE SAINT-MANDE;8682;75012.0;75112;Paris 12e Arrondissement;75;;;75112000AB0076;;;13;20.84;20;;;;;;;;2;2.0;Appartement;20.0;1.0;;;;;;2.40308;48.845173
2023-1345196;2023-04-12;1;Vente;615000.0;163.0;;RUE DE CHARONNE;1888;75011.0;75111;Paris 11e Arrondissement;75;;;75111000BS0051;;;207;69.01;384;;;;;;;;2;2.0;Appartement;69.0;3.0;;;;;;2.390027;48.856135
2023-1345196;2023-04-12;1;Vente;615000.0;163.0;;RUE DE CHARONNE;1888;75011.0;75111;Paris 11e Arrondissement;75;;;75111000BS0051;;;207;69.01;384;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.390027;48.856135
2023-1345196;2023-04-12;1;Vente;615000.0;163.0;;RUE DE CHARONNE;1888;75011.0;75111;Paris 11e Arrondissement;75;;;75111000BS0051;;;207;69.01;384;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.390027;48.856135
2023-1345197;2023-04-07;1;Vente;146000.0;14.0;;RUE DU COMMANDEUR;2241;75014.0;75114;Paris 14e Arrondissement;75;;;75114000BS0081;;;1310;;;;;;;;;;1;2.0;Appartement;14.0;1.0;;;;;;2.330728;48.828655
2023-1345198;2023-04-13;1;Vente;563000.0;43.0;;RUE LEON FROT;5554;75011.0;75111;Paris 11e Arrondissement;75;;;75111000BW0037;;;102;;56;60.42;57.0;;;;;;3;2.0;Appartement;60.0;4.0;;;;;;2.38609;48.855595
2023-1345199;2023-03-31;2;Vente;530000.0;12.0;;RUE DE VARIZE;9603;75016.0;75116;Paris 16e Arrondissement;75;;;75116000AV0012;;;1;69.15;;;;;;;;;1;2.0;Appartement;70.0;3.0;;;;;;2.257591;48.841821
2023-1345199;2023-03-31;2;Vente;530000.0;12.0;;RUE DE VARIZE;9603;75016.0;75116;Paris 16e Arrondissement;75;;;75116000AV0012;;;1;69.15;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.257591;48.841821
2023-1345200;2023-04-05;1;Vente;167625.0;3.0;;PAS BULLOURDE;1383;75011.0;75111;Paris 11e Arrondissement;75;;;75111000BY0083;;;4171;28.71;;;;;;;;;1;2.0;Appartement;30.0;1.0;;;;;;2.376449;48.855352
2023-1345201;2023-03-27;1;Vente;350000.0;47.0;;RUE DE BELLECHASSE;0825;75007.0;75107;Paris 7e Arrondissement;75;;;75107000AL0110;;;19;18.4;;;;;;;;;1;2.0;Appartement;23.0;1.0;;;;;;2.321021;48.855716
2023-1345202;2023-03-30;1;Vente;385400.0;117.0;;RUE DE REUILLY;8175;75012.0;75112;Paris 12e Arrondissement;75;;;75112000CI0007;;;5033;31.12;5307;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.394811;48.84171
2023-1345202;2023-03-30;1;Vente;385400.0;117.0;;RUE DE REUILLY;8175;75012.0;75112;Paris 12e Arrondissement;75;;;75112000CI0007;;;5033;31.12;5307;;;;;;;;2;2.0;Appartement;31.0;1.0;;;;;;2.394811;48.84171
2023-1345203;2023-03-31;1;Vente;453000.0;29.0;;RUE DU GAL BERTRAND;4015;75007.0;75107;Paris 7e Arrondissement;75;;;75107000BI0025;;;10;39.8;;;;;;;;;1;2.0;Appartement;49.0;2.0;;;;;;2.314284;48.846418
2023-1345204;2023-03-31;1;Vente;726500.0;12.0;;RUE D ULM;9517;75005.0;75105;Paris 5e Arrondissement;75;;;75105000BI0080;;;37;52.7;7;;;;;;;;2;2.0;Appartement;52.0;3.0;;;;;;2.345223;48.844814
2023-1345205;2023-03-29;1;Vente;825000.0;19.0;;RUE LE BRUN;5433;75013.0;75113;Paris 13e Arrondissement;75;;;75113000AT0001;;;133;;156;;;;;;;;2;2.0;Appartement;79.0;4.0;;;;;;2.355377;48.836709
2023-1345205;2023-03-29;1;Vente;825000.0;19.0;;RUE LE BRUN;5433;75013.0;75113;Paris 13e Arrondissement;75;;;75113000AT0001;;;133;;156;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.355377;48.836709
2023-1345206;2023-04-13;1;Vente;52500.0;3.0;;RUE ALEXANDRE DUMAS;0155;75011.0;75111;Paris 11e Arrondissement;75;;;75111000CK0073;;;1;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.389151;48.852998
2023-1345206;2023-04-13;1;Vente;52500.0;199.0;;BD VOLTAIRE;9907;75011.0;75111;Paris 11e Arrondissement;75;;;75111000CK0074;;;58;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.388904;48.852959
2023-1345207;2023-04-12;1;Vente;60000.0;96.0;;RUE ST DOMINIQUE;8529;75007.0;75107;Paris 7e Arrondissement;75;;;75107000CK0090;;;560;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.304381;48.859614
2023-1345208;2023-04-17;1;Vente;25000.0;74.0;;RUE DE L ABBE GROULT;0012;75015.0;75115;Paris 15e Arrondissement;75;;;75115000BS0045;;;26;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.29722;48.838868
2023-1345209;2023-03-30;1;Vente;530000.0;11.0;;RUE CHARLES TELLIER;1876;75016.0;75116;Paris 16e Arrondissement;75;;;75116000AD0073;;;58;58.01;7;;;;;;;;2;2.0;Appartement;57.0;2.0;;;;;;2.261561;48.838446
2023-1345209;2023-03-30;1;Vente;530000.0;11.0;;RUE CHARLES TELLIER;1876;75016.0;75116;Paris 16e Arrondissement;75;;;75116000AD0073;;;58;58.01;7;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.261561;48.838446
2023-1345210;2023-04-13;1;Vente;270000.0;5.0;;RUE GUICHARD;4380;75016.0;75116;Paris 16e Arrondissement;75;;;75116000DN0060;;;39;47.97;;;;;;;;;1;4.0;Local industriel. commercial ou assimilé;34.0;0.0;;;;;;2.276707;48.858551
2023-1345211;2023-04-05;1;Vente;605500.0;44.0;;RUE GINOUX;4186;75015.0;75115;Paris 15e Arrondissement;75;;;75115000DV0082;;;196;46.1;98;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.288406;48.847004
2023-1345211;2023-04-05;1;Vente;605500.0;44.0;;RUE GINOUX;4186;75015.0;75115;Paris 15e Arrondissement;75;;;75115000DV0082;;;196;46.1;98;;;;;;;;2;2.0;Appartement;46.0;2.0;;;;;;2.288406;48.847004
2023-1345212;2023-03-22;1;Vente;1350000.0;40.0;;RUE VANEAU;9588;75007.0;75107;Paris 7e Arrondissement;75;;;75107000BE0039;;;12;78.34;45;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.318783;48.851896
2023-1345212;2023-03-22;1;Vente;1350000.0;40.0;;RUE VANEAU;9588;75007.0;75107;Paris 7e Arrondissement;75;;;75107000BE0039;;;12;78.34;45;;;;;;;;2;2.0;Appartement;73.0;3.0;;;;;;2.318783;48.851896
2023-1345213;2023-04-18;1;Vente;92000.0;24.0;;RUE DE LA MONTGN STE GENEVIEVE;6448;75005.0;75105;Paris 5e Arrondissement;75;;;75105000BL0017;;;30;7.24;;;;;;;;;1;2.0;Appartement;10.0;1.0;;;;;;2.348159;48.8484
2023-1345214;2023-04-11;1;Vente;319000.0;21.0;;RUE FAIDHERBE;3485;75011.0;75111;Paris 11e Arrondissement;75;;;75111000CV0092;;;69;32.0;;;;;;;;;1;2.0;Appartement;28.0;2.0;;;;;;2.382918;48.85205
2023-1345214;2023-04-11;1;Vente;319000.0;21.0;;RUE FAIDHERBE;3485;75011.0;75111;Paris 11e Arrondissement;75;;;75111000CV0092;;;69;32.0;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.382918;48.85205
2023-1345215;2023-04-04;1;Vente;149000.0;55.0;;AV DUQUESNE;3023;75007.0;75107;Paris 7e Arrondissement;75;;;75107000BK0022;;;4;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.314212;48.84941
2023-1345216;2023-04-17;1;Vente;148370.0;121.0;;BD DU MONTPARNASSE;6522;75006.0;75106;Paris 6e Arrondissement;75;;;75106000AT0093;;;137;15.65;;;;;;;;;1;4.0;Local industriel. commercial ou assimilé;15.0;0.0;;;;;;2.330824;48.841938
2023-1345217;2023-04-14;1;Vente;431000.0;9.0;;RUE JACQUES MAWAS;4800;75015.0;75115;Paris 15e Arrondissement;75;;;75115000BO0071;;;11;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.292163;48.837951
2023-1345217;2023-04-14;1;Vente;431000.0;9.0;;RUE JACQUES MAWAS;4800;75015.0;75115;Paris 15e Arrondissement;75;;;75115000BO0071;;;11;;;;;;;;;;1;2.0;Appartement;47.0;3.0;;;;;;2.292163;48.837951
2023-1345218;2023-04-14;1;Vente;2048077.0;24.0;;AV DUQUESNE;3023;75007.0;75107;Paris 7e Arrondissement;75;;;75107000BM0012;;;20;;5;141.51;;;;;;;2;2.0;Appartement;143.0;6.0;;;;;;2.310335;48.851127
2023-1345219;2023-04-14;1;Vente;1270000.0;81.0;;RUE DU CHEMIN VERT;1966;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AZ0069;;;;;;;;;;;;;0;2.0;Appartement;32.0;2.0;S;sols;;;277.0;2.37936;48.860765
2023-1345219;2023-04-14;1;Vente;1270000.0;81.0;;RUE DU CHEMIN VERT;1966;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AZ0069;;;;;;;;;;;;;0;2.0;Appartement;25.0;1.0;S;sols;;;277.0;2.37936;48.860765
2023-1345219;2023-04-14;1;Vente;1270000.0;81.0;;RUE DU CHEMIN VERT;1966;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AZ0069;;;;;;;;;;;;;0;2.0;Appartement;82.0;4.0;S;sols;;;277.0;2.37936;48.860765
2023-1345219;2023-04-14;1;Vente;1270000.0;81.0;;RUE DU CHEMIN VERT;1966;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AZ0069;;;;;;;;;;;;;0;2.0;Appartement;33.0;2.0;S;sols;;;277.0;2.37936;48.860765
2023-1345219;2023-04-14;1;Vente;1270000.0;81.0;;RUE DU CHEMIN VERT;1966;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AZ0069;;;;;;;;;;;;;0;2.0;Appartement;36.0;2.0;S;sols;;;277.0;2.37936;48.860765
2023-1345219;2023-04-14;1;Vente;1270000.0;81.0;;RUE DU CHEMIN VERT;1966;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AZ0069;;;;;;;;;;;;;0;3.0;Dépendance;;0.0;S;sols;;;277.0;2.37936;48.860765
2023-1345219;2023-04-14;1;Vente;1270000.0;81.0;;RUE DU CHEMIN VERT;1966;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AZ0069;;;;;;;;;;;;;0;4.0;Local industriel. commercial ou assimilé;48.0;0.0;S;sols;;;277.0;2.37936;48.860765
2023-1345219;2023-04-14;1;Vente;1270000.0;81.0;;RUE DU CHEMIN VERT;1966;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AZ0069;;;;;;;;;;;;;0;4.0;Local industriel. commercial ou assimilé;27.0;0.0;S;sols;;;277.0;2.37936;48.860765
2023-1345219;2023-04-14;1;Vente;1270000.0;81.0;;RUE DU CHEMIN VERT;1966;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AZ0069;;;;;;;;;;;;;0;2.0;Appartement;46.0;2.0;S;sols;;;277.0;2.37936;48.860765
2023-1345219;2023-04-14;1;Vente;1270000.0;81.0;;RUE DU CHEMIN VERT;1966;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AZ0069;;;;;;;;;;;;;0;4.0;Local industriel. commercial ou assimilé;33.0;0.0;S;sols;;;277.0;2.37936;48.860765
2023-1345219;2023-04-14;1;Vente;1270000.0;81.0;;RUE DU CHEMIN VERT;1966;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AZ0069;;;;;;;;;;;;;0;2.0;Appartement;33.0;2.0;S;sols;;;277.0;2.37936;48.860765
2023-1345219;2023-04-14;1;Vente;1270000.0;81.0;;RUE DU CHEMIN VERT;1966;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AZ0069;;;;;;;;;;;;;0;2.0;Appartement;46.0;3.0;S;sols;;;277.0;2.37936;48.860765
2023-1345219;2023-04-14;1;Vente;1270000.0;81.0;;RUE DU CHEMIN VERT;1966;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AZ0069;;;;;;;;;;;;;0;2.0;Appartement;36.0;2.0;S;sols;;;277.0;2.37936;48.860765
2023-1345219;2023-04-14;1;Vente;1270000.0;81.0;;RUE DU CHEMIN VERT;1966;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AZ0069;;;;;;;;;;;;;0;2.0;Appartement;47.0;3.0;S;sols;;;277.0;2.37936;48.860765
2023-1345219;2023-04-14;1;Vente;1270000.0;81.0;;RUE DU CHEMIN VERT;1966;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AZ0069;;;;;;;;;;;;;0;2.0;Appartement;36.0;2.0;S;sols;;;277.0;2.37936;48.860765
2023-1345219;2023-04-14;1;Vente;1270000.0;81.0;;RUE DU CHEMIN VERT;1966;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AZ0069;;;;;;;;;;;;;0;2.0;Appartement;33.0;2.0;S;sols;;;277.0;2.37936;48.860765
2023-1345219;2023-04-14;1;Vente;1270000.0;81.0;;RUE DU CHEMIN VERT;1966;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AZ0069;;;;;;;;;;;;;0;2.0;Appartement;47.0;3.0;S;sols;;;277.0;2.37936;48.860765
2023-1345219;2023-04-14;1;Vente;1270000.0;81.0;;RUE DU CHEMIN VERT;1966;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AZ0069;;;;;;;;;;;;;0;2.0;Appartement;36.0;2.0;S;sols;;;277.0;2.37936;48.860765
2023-1345219;2023-04-14;1;Vente;1270000.0;81.0;;RUE DU CHEMIN VERT;1966;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AZ0069;;;;;;;;;;;;;0;2.0;Appartement;33.0;2.0;S;sols;;;277.0;2.37936;48.860765
2023-1345219;2023-04-14;1;Vente;1270000.0;81.0;;RUE DU CHEMIN VERT;1966;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AZ0069;;;;;;;;;;;;;0;2.0;Appartement;47.0;3.0;S;sols;;;277.0;2.37936;48.860765
2023-1345219;2023-04-14;1;Vente;1270000.0;81.0;;RUE DU CHEMIN VERT;1966;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AZ0069;;;;;;;;;;;;;0;3.0;Dépendance;;0.0;S;sols;;;277.0;2.37936;48.860765
2023-1345219;2023-04-14;1;Vente;1270000.0;81.0;;RUE DU CHEMIN VERT;1966;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AZ0069;;;;;;;;;;;;;0;2.0;Appartement;25.0;2.0;S;sols;;;277.0;2.37936;48.860765
2023-1345219;2023-04-14;1;Vente;1270000.0;81.0;;RUE DU CHEMIN VERT;1966;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AZ0069;;;;;;;;;;;;;0;2.0;Appartement;27.0;2.0;S;sols;;;277.0;2.37936;48.860765
2023-1345219;2023-04-14;1;Vente;1270000.0;81.0;;RUE DU CHEMIN VERT;1966;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AZ0069;;;;;;;;;;;;;0;2.0;Appartement;34.0;2.0;S;sols;;;277.0;2.37936;48.860765
2023-1345219;2023-04-14;1;Vente;1270000.0;81.0;;RUE DU CHEMIN VERT;1966;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AZ0069;;;;;;;;;;;;;0;3.0;Dépendance;;0.0;S;sols;;;277.0;2.37936;48.860765
2023-1345219;2023-04-14;1;Vente;1270000.0;81.0;;RUE DU CHEMIN VERT;1966;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AZ0069;;;;;;;;;;;;;0;3.0;Dépendance;;0.0;S;sols;;;277.0;2.37936;48.860765
2023-1345219;2023-04-14;1;Vente;1270000.0;81.0;;RUE DU CHEMIN VERT;1966;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AZ0069;;;;;;;;;;;;;0;3.0;Dépendance;;0.0;S;sols;;;277.0;2.37936;48.860765
2023-1345219;2023-04-14;1;Vente;1270000.0;81.0;;RUE DU CHEMIN VERT;1966;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AZ0069;;;;;;;;;;;;;0;3.0;Dépendance;;0.0;S;sols;;;277.0;2.37936;48.860765
2023-1345219;2023-04-14;1;Vente;1270000.0;81.0;;RUE DU CHEMIN VERT;1966;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AZ0069;;;;;;;;;;;;;0;3.0;Dépendance;;0.0;S;sols;;;277.0;2.37936;48.860765
2023-1345219;2023-04-14;1;Vente;1270000.0;81.0;;RUE DU CHEMIN VERT;1966;75011.0;75111;Paris 11e Arrondissement;75;;;75111000AZ0069;;;;;;;;;;;;;0;3.0;Dépendance;;0.0;S;sols;;;277.0;2.37936;48.860765
