id_mutation;date_mutation;numero_disposition;nature_mutation;valeur_fonciere;adresse_numero;adresse_suffixe;adresse_nom_voie;adresse_code_voie;code_postal;code_commune;nom_commune;code_departement;ancien_code_commune;ancien_nom_commune;id_parcelle;ancien_id_parcelle;numero_volume;lot1_numero;lot1_surface_carrez;lot2_numero;lot2_surface_carrez;lot3_numero;lot3_surface_carrez;lot4_numero;lot4_surface_carrez;lot5_numero;lot5_surface_carrez;nombre_lots;code_type_local;type_local;surface_reelle_bati;nombre_pieces_principales;code_nature_culture;nature_culture;code_nature_culture_speciale;nature_culture_speciale;surface_terrain;longitude;latitude
2023-1321752;2023-01-26;1;Vente;722000.0;106.0;;AV DES TERNES;9202;75017.0;75117;Paris 17e Arrondissement;75;;;75117000AR0026;;;14;73.28;38;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.285914;48.880861
2023-1321752;2023-01-26;1;Vente;722000.0;106.0;;AV DES TERNES;9202;75017.0;75117;Paris 17e Arrondissement;75;;;75117000AR0026;;;14;73.28;38;;;;;;;;2;2.0;Appartement;73.0;4.0;;;;;;2.285914;48.880861
2023-1321753;2023-01-06;1;Vente;422000.0;78.0;;RUE HAXO;4510;75020.0;75120;Paris 20e Arrondissement;75;;;75120000AY0006;;;61;46.84;97;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.403678;48.873987
2023-1321753;2023-01-06;1;Vente;422000.0;78.0;;RUE HAXO;4510;75020.0;75120;Paris 20e Arrondissement;75;;;75120000AY0006;;;61;46.84;97;;;;;;;;2;2.0;Appartement;48.0;2.0;;;;;;2.403678;48.873987
2023-1321754;2023-01-25;1;Vente;238000.0;5.0;;RUE BELLOT;0847;75019.0;75119;Paris 19e Arrondissement;75;;;75119000AA0026;;;14;;21;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.367616;48.8858
2023-1321754;2023-01-25;1;Vente;238000.0;5.0;;RUE BELLOT;0847;75019.0;75119;Paris 19e Arrondissement;75;;;75119000AA0026;;;14;;21;;;;;;;;2;2.0;Appartement;25.0;2.0;;;;;;2.367616;48.8858
2023-1321755;2023-01-16;1;Vente;188670.0;9.0;;AV TAILLADE;9146;75020.0;75120;Paris 20e Arrondissement;75;;;75120000AH0012;;;360;;;;;;;;;;1;2.0;Appartement;17.0;1.0;;;;;;2.394148;48.874204
2023-1321756;2023-01-06;1;Vente;1650000.0;14.0;;RUE SAINT-MARC;8686;75002.0;75102;Paris 2e Arrondissement;75;;;75102000AG0060;;;25;;26;153.85;28.0;153.85;;;;;3;3.0;Dépendance;;0.0;;;;;;2.340723;48.870617
2023-1321756;2023-01-06;1;Vente;1650000.0;14.0;;RUE SAINT-MARC;8686;75002.0;75102;Paris 2e Arrondissement;75;;;75102000AG0060;;;25;;26;153.85;28.0;153.85;;;;;3;2.0;Appartement;100.0;4.0;;;;;;2.340723;48.870617
2023-1321757;2023-01-31;1;Vente;229000.0;7.0;;RUE CLAUDE POUILLET;2082;75017.0;75117;Paris 17e Arrondissement;75;;;75117000CJ0021;;;3;24.05;;;;;;;;;1;2.0;Appartement;22.0;1.0;;;;;;2.315093;48.883529
2023-1321758;2023-01-27;1;Vente;11000.0;62.0;;RUE ARCHEREAU;0415;75019.0;75119;Paris 19e Arrondissement;75;;;75119000AL0001;;;1872;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.377122;48.892433
2023-1321759;2023-01-25;1;Vente;385500.0;3.0;;RUE CAVALLOTTI;1621;75018.0;75118;Paris 18e Arrondissement;75;;;75118000AO0080;;;40;34.4;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.3284;48.885835
2023-1321759;2023-01-25;1;Vente;385500.0;3.0;;RUE CAVALLOTTI;1621;75018.0;75118;Paris 18e Arrondissement;75;;;75118000AO0080;;;40;34.4;;;;;;;;;1;2.0;Appartement;35.0;2.0;;;;;;2.3284;48.885835
2023-1321760;2023-01-11;1;Vente;360000.0;51.0;;RUE PIXERECOURT;7504;75020.0;75120;Paris 20e Arrondissement;75;;;75120000AH0039;;;11;45.8;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.395896;48.872978
2023-1321760;2023-01-11;1;Vente;360000.0;51.0;;RUE PIXERECOURT;7504;75020.0;75120;Paris 20e Arrondissement;75;;;75120000AH0039;;;11;45.8;;;;;;;;;1;2.0;Appartement;45.0;3.0;;;;;;2.395896;48.872978
2023-1321761;2023-01-30;1;Vente;258000.0;4.0;;RUE ROBINEAU;8275;75020.0;75120;Paris 20e Arrondissement;75;;;75120000CA0073;;;27;25.25;;;;;;;;;1;2.0;Appartement;25.0;1.0;;;;;;2.392592;48.864467
2023-1321762;2023-01-26;1;Vente;565000.0;8.0;B;RUE MARTEL;6130;75010.0;75110;Paris 10e Arrondissement;75;;;75110000AR0006;;;403;61.66;;;;;;;;;1;2.0;Appartement;61.0;3.0;;;;;;2.353648;48.873924
2023-1321763;2023-01-27;1;Vente;1248500.0;14.0;;RUE DE MONCEAU;6419;75008.0;75108;Paris 8e Arrondissement;75;;;75108000BD0030;;;21;;6;104.06;;;;;;;2;2.0;Appartement;104.0;5.0;;;;;;2.307363;48.875631
2023-1321763;2023-01-27;1;Vente;1248500.0;14.0;;RUE DE MONCEAU;6419;75008.0;75108;Paris 8e Arrondissement;75;;;75108000BD0030;;;21;;6;104.06;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.307363;48.875631
2023-1321764;2023-01-23;1;Vente;320000.0;22.0;;CITE DE TREVISE;9439;75009.0;75109;Paris 9e Arrondissement;75;;;75109000AX0099;;;1;;;;;;;;;;1;2.0;Appartement;33.0;1.0;;;;;;2.347246;48.875356
2023-1321765;2023-01-27;1;Vente;1286020.0;83.0;;RUE DE TOCQUEVILLE;9330;75017.0;75117;Paris 17e Arrondissement;75;;;75117000BS0049;;;10;;11;;9.0;101.65;;;;;3;2.0;Appartement;101.0;3.0;;;;;;2.307903;48.886962
2023-1321765;2023-01-27;1;Vente;1286020.0;83.0;;RUE DE TOCQUEVILLE;9330;75017.0;75117;Paris 17e Arrondissement;75;;;75117000BS0049;;;10;;11;;9.0;101.65;;;;;3;3.0;Dépendance;;0.0;;;;;;2.307903;48.886962
2023-1321765;2023-01-27;1;Vente;1286020.0;83.0;;RUE DE TOCQUEVILLE;9330;75017.0;75117;Paris 17e Arrondissement;75;;;75117000BS0049;;;10;;11;;9.0;101.65;;;;;3;3.0;Dépendance;;0.0;;;;;;2.307903;48.886962
2023-1321766;2023-01-25;1;Vente;480000.0;26.0;;RUE DU TEMPLE;9191;75004.0;75104;Paris 4e Arrondissement;75;;;75104000AG0106;;;13;48.06;;;;;;;;;1;2.0;Appartement;48.0;2.0;;;;;;2.353929;48.859081
2023-1321766;2023-01-25;1;Vente;480000.0;26.0;;RUE DU TEMPLE;9191;75004.0;75104;Paris 4e Arrondissement;75;;;75104000AG0106;;;5;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.353929;48.859081
2023-1321767;2023-01-17;1;Vente;140000.0;29.0;;RUE DES APENNINS;0396;75017.0;75117;Paris 17e Arrondissement;75;;;75117000DI0136;;;28;12.49;57;;;;;;;;2;2.0;Appartement;12.0;1.0;;;;;;2.322026;48.891041
2023-1321767;2023-01-17;1;Vente;140000.0;29.0;;RUE DES APENNINS;0396;75017.0;75117;Paris 17e Arrondissement;75;;;75117000DI0136;;;28;12.49;57;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.322026;48.891041
2023-1321768;2023-01-11;1;Vente;344000.0;38.0;;RUE GUERSANT;4376;75017.0;75117;Paris 17e Arrondissement;75;;;75117000AW0003;;;1023;30.31;1184;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.288601;48.882584
2023-1321768;2023-01-11;1;Vente;344000.0;38.0;;RUE GUERSANT;4376;75017.0;75117;Paris 17e Arrondissement;75;;;75117000AW0003;;;1200;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.288601;48.882584
2023-1321768;2023-01-11;1;Vente;344000.0;38.0;;RUE GUERSANT;4376;75017.0;75117;Paris 17e Arrondissement;75;;;75117000AW0003;;;1023;30.31;1184;;;;;;;;2;2.0;Appartement;30.0;1.0;;;;;;2.288601;48.882584
2023-1321769;2023-01-26;1;Vente;570000.0;67.0;;BD DE SEBASTOPOL;8894;75002.0;75102;Paris 2e Arrondissement;75;;;75102000AL0087;;;30;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.350735;48.863621
2023-1321769;2023-01-26;1;Vente;570000.0;67.0;;BD DE SEBASTOPOL;8894;75002.0;75102;Paris 2e Arrondissement;75;;;75102000AL0087;;;19;;31;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.350735;48.863621
2023-1321769;2023-01-26;1;Vente;570000.0;67.0;;BD DE SEBASTOPOL;8894;75002.0;75102;Paris 2e Arrondissement;75;;;75102000AL0087;;;19;;31;;;;;;;;2;2.0;Appartement;52.0;3.0;;;;;;2.350735;48.863621
2023-1321769;2023-01-26;1;Vente;570000.0;67.0;;BD DE SEBASTOPOL;8894;75002.0;75102;Paris 2e Arrondissement;75;;;75102000AL0087;;;30;;;;;;;;;;1;2.0;Appartement;26.0;1.0;;;;;;2.350735;48.863621
2023-1321770;2023-01-09;1;Vente;723000.0;21.0;;RUE DES JEUNEURS;4973;75002.0;75102;Paris 2e Arrondissement;75;;;75102000AI0081;;;53;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.345257;48.869127
2023-1321770;2023-01-09;1;Vente;723000.0;21.0;;RUE DES JEUNEURS;4973;75002.0;75102;Paris 2e Arrondissement;75;;;75102000AI0081;;;53;;;;;;;;;;1;2.0;Appartement;125.0;5.0;;;;;;2.345257;48.869127
2023-1321770;2023-01-09;1;Vente;723000.0;21.0;;RUE DES JEUNEURS;4973;75002.0;75102;Paris 2e Arrondissement;75;;;75102000AI0081;;;52;;6;58.6;;;;;;;2;2.0;Appartement;60.0;2.0;;;;;;2.345257;48.869127
2023-1321770;2023-01-09;1;Vente;723000.0;21.0;;RUE DES JEUNEURS;4973;75002.0;75102;Paris 2e Arrondissement;75;;;75102000AI0081;;;52;;6;58.6;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.345257;48.869127
2023-1321771;2023-01-06;1;Vente;45000.0;18.0;;RUE MARC SEGUIN;6036;75018.0;75118;Paris 18e Arrondissement;75;;;75118000CZ0045;;;52;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.362809;48.892187
2023-1321771;2023-01-06;1;Vente;45000.0;18.0;;RUE MARC SEGUIN;6036;75018.0;75118;Paris 18e Arrondissement;75;;;75118000CZ0045;;;53;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.362809;48.892187
2023-1321772;2023-01-24;1;Vente;338000.0;29.0;;RUE RAMBUTEAU;8009;75004.0;75104;Paris 4e Arrondissement;75;;;75104000AG0008;;;24;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.354094;48.860806
2023-1321772;2023-01-24;1;Vente;338000.0;29.0;;RUE RAMBUTEAU;8009;75004.0;75104;Paris 4e Arrondissement;75;;;75104000AG0008;;;21;;23;;;;;;;;2;2.0;Appartement;30.0;0.0;;;;;;2.354094;48.860806
2023-1321773;2023-01-13;1;Vente;199000.0;24.0;;RUE BUISSON ST LOUIS;1379;75010.0;75110;Paris 10e Arrondissement;75;;;75110000BK0017;;;47;24.22;;;;;;;;;1;2.0;Appartement;22.0;1.0;;;;;;2.374538;48.872566
2023-1321774;2023-01-24;1;Vente;675000.0;44.0;;RUE MONTMARTRE;6513;75002.0;75102;Paris 2e Arrondissement;75;;;75102000AK0051;;;6;47.05;;;;;;;;;1;2.0;Appartement;45.0;2.0;;;;;;2.345269;48.864962
2023-1321774;2023-01-24;1;Vente;675000.0;44.0;;RUE MONTMARTRE;6513;75002.0;75102;Paris 2e Arrondissement;75;;;75102000AK0051;;;6;47.05;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.345269;48.864962
2023-1321775;2023-01-30;1;Vente;2078000.0;15.0;;AV DE VILLIERS;9841;75017.0;75117;Paris 17e Arrondissement;75;;;75117000BP0086;;;53;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.313629;48.881572
2023-1321775;2023-01-30;1;Vente;2078000.0;15.0;;AV DE VILLIERS;9841;75017.0;75117;Paris 17e Arrondissement;75;;;75117000BP0086;;;24;;39;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.313629;48.881572
2023-1321775;2023-01-30;1;Vente;2078000.0;15.0;;AV DE VILLIERS;9841;75017.0;75117;Paris 17e Arrondissement;75;;;75117000BP0086;;;24;;39;;;;;;;;2;2.0;Appartement;152.0;4.0;;;;;;2.313629;48.881572
2023-1321776;2023-01-06;1;Vente;47559.0;4.0;B;RUE DU SERGENT HOFF;8929;75017.0;75117;Paris 17e Arrondissement;75;;;75117000AN0075;;;29;8.2;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.294312;48.881721
2023-1321777;2023-01-19;1;Vente;497800.0;11.0;;RUE DE PROVENCE;7866;75009.0;75109;Paris 9e Arrondissement;75;;;75109000AU0034;;;21;;34;46.81;;;;;;;2;4.0;Local industriel. commercial ou assimilé;46.0;0.0;;;;;;2.341072;48.873819
2023-1321778;2023-01-25;1;Vente;375000.0;112.0;;BD ROCHECHOUART;8288;75018.0;75118;Paris 18e Arrondissement;75;;;75118000BQ0097;;;118;;133;39.36;;;;;;;2;2.0;Appartement;30.0;2.0;;;;;;2.340579;48.882729
2023-1321779;2023-01-30;1;Vente;540000.0;35.0;;RUE SAINT-LAZARE;8673;75009.0;75109;Paris 9e Arrondissement;75;;;75109000AN0008;;;20;;21;;;;;;;;2;4.0;Local industriel. commercial ou assimilé;40.0;0.0;;;;;;2.335899;48.876571
2023-1321780;2023-01-06;1;Vente;6000.0;4.0;B;RUE DU SERGENT HOFF;8929;75017.0;75117;Paris 17e Arrondissement;75;;;75117000AN0075;;;53;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.294312;48.881721
2023-1321781;2023-01-18;1;Vente;147654.0;42.0;;RUE DU MONT CENIS;6467;75018.0;75118;Paris 18e Arrondissement;75;;;75118000BK0049;;;30;13.18;;;;;;;;;1;2.0;Appartement;13.0;1.0;;;;;;2.343395;48.890052
2023-1321782;2023-01-24;1;Vente;200000.0;231.0;;RUE DU FBG ST MARTIN;3522;75010.0;75110;Paris 10e Arrondissement;75;;;75110000AF0063;;;62;;98;;;;;;;;2;2.0;Appartement;17.0;1.0;;;;;;2.365866;48.882087
2023-1321782;2023-01-24;1;Vente;200000.0;231.0;;RUE DU FBG ST MARTIN;3522;75010.0;75110;Paris 10e Arrondissement;75;;;75110000AF0063;;;62;;98;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.365866;48.882087
2023-1321783;2023-01-24;1;Vente;330000.0;57.0;;RUE ORDENER;6918;75018.0;75118;Paris 18e Arrondissement;75;;;75118000BV0117;;;104;35.05;117;;;;;;;;2;2.0;Appartement;33.0;2.0;;;;;;2.351206;48.890998
2023-1321783;2023-01-24;1;Vente;330000.0;57.0;;RUE ORDENER;6918;75018.0;75118;Paris 18e Arrondissement;75;;;75118000BV0117;;;104;35.05;117;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.351206;48.890998
2023-1321784;2023-01-25;1;Vente;675000.0;4.0;;RUE BUISSON ST LOUIS;1379;75010.0;75110;Paris 10e Arrondissement;75;;;75110000BJ0098;;;631;55.91;669;;;;;;;;2;2.0;Appartement;54.0;2.0;;;;;;2.373357;48.871352
2023-1321784;2023-01-25;1;Vente;675000.0;4.0;;RUE BUISSON ST LOUIS;1379;75010.0;75110;Paris 10e Arrondissement;75;;;75110000BJ0098;;;631;55.91;669;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.373357;48.871352
2023-1321785;2023-01-13;1;Vente;37000.0;26.0;;RUE DE LA JONQUIERE;5273;75017.0;75117;Paris 17e Arrondissement;75;;;75117000DN0063;;;148;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.324716;48.893778
2023-1321786;2023-01-19;1;Vente;1170000.0;58.0;;RUE DE MONCEAU;6419;75008.0;75108;Paris 8e Arrondissement;75;;;75108000CM0036;;;54;;56;;;;;;;;2;2.0;Appartement;82.0;4.0;;;;;;2.312291;48.878204
2023-1321786;2023-01-19;1;Vente;1170000.0;58.0;;RUE DE MONCEAU;6419;75008.0;75108;Paris 8e Arrondissement;75;;;75108000CM0036;;;54;;56;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.312291;48.878204
2023-1321787;2023-01-23;1;Vente;86104.0;175.0;;BD MALESHERBES;5951;75017.0;75117;Paris 17e Arrondissement;75;;;75117000BS0026;;;162;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.305115;48.886263
2023-1321788;2023-01-18;1;Vente;1086500.0;1.0;;SQ DE CLIGNANCOURT;2119;75018.0;75118;Paris 18e Arrondissement;75;;;75118000BG0115;;;47;;6;;;;;;;;2;2.0;Appartement;98.0;5.0;;;;;;2.345967;48.892477
2023-1321788;2023-01-18;1;Vente;1086500.0;1.0;;SQ DE CLIGNANCOURT;2119;75018.0;75118;Paris 18e Arrondissement;75;;;75118000BG0115;;;47;;6;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.345967;48.892477
2023-1321789;2023-01-23;1;Vente;809000.0;13.0;;RUE DE TREVISE;9440;75009.0;75109;Paris 9e Arrondissement;75;;;75109000AW0047;;;23;;;;;;;;;;1;2.0;Appartement;64.0;3.0;;;;;;2.344929;48.873414
2023-1321790;2023-01-18;1;Vente;70000.0;26.0;;RUE DURANTIN;3029;75018.0;75118;Paris 18e Arrondissement;75;;;75118000AS0061;;;7;;;;;;;;;;1;2.0;Appartement;8.0;1.0;;;;;;2.336259;48.886437
2023-1321791;2023-01-19;1;Vente;286000.0;6.0;;RUE COUSTOU;2408;75018.0;75118;Paris 18e Arrondissement;75;;;75118000AR0168;;;116;;117;;118.0;;25.0;25.2;;;4;2.0;Appartement;27.0;2.0;;;;;;2.334282;48.884387
2023-1321792;2023-01-18;1;Vente;200000.0;2.0;;VLA GAGLIARDINI;3913;75020.0;75120;Paris 20e Arrondissement;75;;;75120000AZ0090;;;1228;24.2;;;;;;;;;1;2.0;Appartement;22.0;1.0;;;;;;2.403191;48.875724
2023-1321793;2023-01-23;1;Vente;192000.0;135.0;;BD DAVOUT;2608;75020.0;75120;Paris 20e Arrondissement;75;;;75120000CZ0025;;;17;20.21;;;;;;;;;1;2.0;Appartement;21.0;1.0;;;;;;2.409404;48.858276
2023-1321793;2023-01-23;1;Vente;192000.0;135.0;;BD DAVOUT;2608;75020.0;75120;Paris 20e Arrondissement;75;;;75120000CZ0025;;;83;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.409404;48.858276
2023-1321794;2023-01-18;1;Vente;177500.0;114.0;B;RUE DES MOINES;6401;75017.0;75117;Paris 17e Arrondissement;75;;;75117000DM0051;;;45;;;;;;;;;;1;2.0;Appartement;11.0;1.0;;;;;;2.323313;48.892953
2023-1321794;2023-01-18;1;Vente;177500.0;114.0;B;RUE DES MOINES;6401;75017.0;75117;Paris 17e Arrondissement;75;;;75117000DM0051;;;45;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.323313;48.892953
2023-1321795;2023-01-24;1;Vente;360000.0;8.0;;RUE COQUILLIERE;2318;75001.0;75101;Paris 1er Arrondissement;75;;;75101000AR0095;;;5;34.32;;;;;;;;;1;2.0;Appartement;36.0;2.0;;;;;;2.343707;48.863617
2023-1321795;2023-01-24;1;Vente;360000.0;8.0;;RUE COQUILLIERE;2318;75001.0;75101;Paris 1er Arrondissement;75;;;75101000AR0095;;;5;34.32;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.343707;48.863617
2023-1321796;2023-01-09;1;Vente;565000.0;41.0;;RUE D HAUTPOUL;4502;75019.0;75119;Paris 19e Arrondissement;75;;;75119000CV0022;;;23;55.73;53;;;;;;;;2;2.0;Appartement;57.0;3.0;;;;;;2.387524;48.883596
2023-1321796;2023-01-09;1;Vente;565000.0;41.0;;RUE D HAUTPOUL;4502;75019.0;75119;Paris 19e Arrondissement;75;;;75119000CV0022;;;23;55.73;53;;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.387524;48.883596
2023-1321797;2023-01-24;1;Vente;400000.0;8.0;;RUE COQUILLIERE;2318;75001.0;75101;Paris 1er Arrondissement;75;;;75101000AR0095;;;7;;;;;;;;;;1;2.0;Appartement;36.0;2.0;;;;;;2.343707;48.863617
2023-1321797;2023-01-24;1;Vente;400000.0;8.0;;RUE COQUILLIERE;2318;75001.0;75101;Paris 1er Arrondissement;75;;;75101000AR0095;;;7;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.343707;48.863617
2023-1321798;2023-01-13;1;Vente;230000.0;17.0;;RUE BURQ;1392;75018.0;75118;Paris 18e Arrondissement;75;;;75118000AS0071;;;124;;145;;;;;;;;2;2.0;Appartement;15.0;1.0;;;;;;2.336304;48.886837
2023-1321799;2023-01-11;1;Vente;5250000.0;5.0;B;RUE DU CIRQUE;2049;75008.0;75108;Paris 8e Arrondissement;75;;;75108000BJ0039;;;77;173.25;;;;;;;;;1;2.0;Appartement;160.0;5.0;;;;;;2.313717;48.87023
2023-1321799;2023-01-11;1;Vente;5250000.0;5.0;B;RUE DU CIRQUE;2049;75008.0;75108;Paris 8e Arrondissement;75;;;75108000BJ0039;;;78;53.12;;;;;;;;;1;2.0;Appartement;60.0;2.0;;;;;;2.313717;48.87023
2023-1321799;2023-01-11;1;Vente;5250000.0;5.0;B;RUE DU CIRQUE;2049;75008.0;75108;Paris 8e Arrondissement;75;;;75108000BJ0039;;;81;;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.313717;48.87023
2023-1321800;2023-01-13;1;Vente;307250.0;5.0;;RUE DE NANTES;6671;75019.0;75119;Paris 19e Arrondissement;75;;;75119000BH0092;;;106;;67;34.36;;;;;;;2;2.0;Appartement;33.0;2.0;;;;;;2.382919;48.891216
2023-1321801;2023-01-27;1;Vente;170000.0;25.0;;RUE DES TROIS FRERES;9462;75018.0;75118;Paris 18e Arrondissement;75;;;75118000BO0100;;;36;;50;22.71;;;;;;;2;2.0;Appartement;22.0;2.0;;;;;;2.340731;48.884636
2023-1321801;2023-01-27;1;Vente;170000.0;25.0;;RUE DES TROIS FRERES;9462;75018.0;75118;Paris 18e Arrondissement;75;;;75118000BO0100;;;36;;50;22.71;;;;;;;2;3.0;Dépendance;;0.0;;;;;;2.340731;48.884636
2023-1321802;2023-01-25;1;Vente;660000.0;229.0;;RUE MARCADET;5995;75018.0;75118;Paris 18e Arrondissement;75;;;75118000AJ0013;;;11;64.24;13;;14.0;;22.0;;24.0;;5;3.0;Dépendance;;0.0;;;;;;2.331181;48.892125
2023-1321802;2023-01-25;1;Vente;660000.0;229.0;;RUE MARCADET;5995;75018.0;75118;Paris 18e Arrondissement;75;;;75118000AJ0013;;;11;64.24;13;;14.0;;22.0;;24.0;;5;2.0;Appartement;65.0;3.0;;;;;;2.331181;48.892125
2023-1321802;2023-01-25;1;Vente;660000.0;229.0;;RUE MARCADET;5995;75018.0;75118;Paris 18e Arrondissement;75;;;75118000AJ0013;;;11;64.24;13;;14.0;;22.0;;24.0;;5;3.0;Dépendance;;0.0;;;;;;2.331181;48.892125
2023-1321803;2023-01-13;1;Vente;250000.0;66.0;;AV DES CHAMPS ELYSEES;1733;75008.0;75108;Paris 8e Arrondissement;75;;;75108000BG0017;;;808;;;;;;;;;;1;4.0;Local industriel. commercial ou assimilé;260.0;0.0;;;;;;2.30569;48.871089
2023-1321803;2023-01-13;1;Vente;250000.0;66.0;;AV DES CHAMPS ELYSEES;1733;75008.0;75108;Paris 8e Arrondissement;75;;;75108000BG0017;;;805;;;;;;;;;;1;4.0;Local industriel. commercial ou assimilé;13.0;0.0;;;;;;2.30569;48.871089
2023-1321803;2023-01-13;1;Vente;250000.0;66.0;;AV DES CHAMPS ELYSEES;1733;75008.0;75108;Paris 8e Arrondissement;75;;;75108000BG0017;;;806;;;;;;;;;;1;4.0;Local industriel. commercial ou assimilé;13.0;0.0;;;;;;2.30569;48.871089
2023-1321803;2023-01-13;1;Vente;250000.0;66.0;;AV DES CHAMPS ELYSEES;1733;75008.0;75108;Paris 8e Arrondissement;75;;;75108000BG0017;;;807;;;;;;;;;;1;4.0;Local industriel. commercial ou assimilé;13.0;0.0;;;;;;2.30569;48.871089
2023-1321804;2023-01-06;1;Vente;525000.0;84.0;;RUE LEPIC;5595;75018.0;75118;Paris 18e Arrondissement;75;;;75118000AT0122;;;14;39.11;;;;;;;;;1;3.0;Dépendance;;0.0;;;;;;2.335483;48.887038
2023-1321804;2023-01-06;1;Vente;525000.0;84.0;;RUE LEPIC;5595;75018.0;75118;Paris 18e Arrondissement;75;;;75118000AT0122;;;14;39.11;;;;;;;;;1;2.0;Appartement;49.0;3.0;;;;;;2.335483;48.887038
2023-1321805;2023-01-09;1;Vente;113000.0;83.0;;RUE PAJOL;7000;75018.0;75118;Paris 18e Arrondissement;75;;;75118000CZ0051;;;22;18.15;;;;;;;;;1;2.0;Appartement;18.0;1.0;;;;;;2.363208;48.892677
2023-1321806;2023-01-27;1;Vente;645350.0;25.0;;AV GAMBETTA;3933;75020.0;75120;Paris 20e Arrondissement;75;;;75120000BZ0073;;;28;68.05;;;;;;;;;1;2.0;Appartement;69.0;3.0;;;;;;2.391254;48.864076
2023-1321807;2023-01-30;1;Vente en l'état futur d'achèvement;1010000.0;6.0;B;RUE DES LYANES;5861;75020.0;75120;Paris 20e Arrondissement;75;;;75120000BK0077;;;1;;;;;;;;;;1;4.0;Local industriel. commercial ou assimilé;249.0;0.0;;;;;;2.40624;48.863202
2023-1321807;2023-01-30;1;Vente en l'état futur d'achèvement;1010000.0;6.0;B;RUE DES LYANES;5861;75020.0;75120;Paris 20e Arrondissement;75;;;75120000BK0077;;;1;;;;;;;;;;1;4.0;Local industriel. commercial ou assimilé;70.0;0.0;;;;;;2.40624;48.863202
2023-1321807;2023-01-30;1;Vente en l'état futur d'achèvement;1010000.0;6.0;B;RUE DES LYANES;5861;75020.0;75120;Paris 20e Arrondissement;75;;;75120000BK0077;;;1;;;;;;;;;;1;4.0;Local industriel. commercial ou assimilé;66.0;0.0;;;;;;2.40624;48.863202
2023-1321807;2023-01-30;1;Vente en l'état futur d'achèvement;1010000.0;6.0;B;RUE DES LYANES;5861;75020.0;75120;Paris 20e Arrondissement;75;;;75120000BK0077;;;1;;;;;;;;;;1;4.0;Local industriel. commercial ou assimilé;224.0;0.0;;;;;;2.40624;48.863202
2023-1321807;2023-01-30;1;Vente en l'état futur d'achèvement;1010000.0;6.0;B;RUE DES LYANES;5861;75020.0;75120;Paris 20e Arrondissement;75;;;75120000BK0077;;;1;;;;;;;;;;1;4.0;Local industriel. commercial ou assimilé;77.0;0.0;;;;;;2.40624;48.863202
2023-1321807;2023-01-30;1;Vente en l'état futur d'achèvement;1010000.0;6.0;B;RUE DES LYANES;5861;75020.0;75120;Paris 20e Arrondissement;75;;;75120000BK0077;;;1;;;;;;;;;;1;4.0;Local industriel. commercial ou assimilé;40.0;0.0;;;;;;2.40624;48.863202
2023-1321807;2023-01-30;1;Vente en l'état futur d'achèvement;1010000.0;6.0;B;RUE DES LYANES;5861;75020.0;75120;Paris 20e Arrondissement;75;;;75120000BK0077;;;1;;;;;;;;;;1;4.0;Local industriel. commercial ou assimilé;29.0;0.0;;;;;;2.40624;48.863202
